word,negative,positive
lockett,0.0,2.0
leesville,0.0,1.0
alexanderleesville,0.0,1.0
lawston,0.0,2.0
burns',0.0,1.0
eu,0.0,1.0
irm,0.0,1.0
nossa,0.0,1.0
hopefuls,0.0,2.0
unamused,0.0,1.0
lemonade,0.0,1.0
disciplines,0.0,1.0
sousa,0.0,1.0
chrissie,0.0,1.0
amphlett,0.0,1.0
jobe,0.0,1.0
trams,0.0,1.0
shep's,0.0,1.0
pyewacket,0.0,1.0
miaows,0.0,1.0
redlitch,0.0,2.0
diage,0.0,1.0
barzell,0.0,1.0
mcnear,0.0,1.0
gillia's,0.0,1.0
denunciation,0.0,2.0
victimizer,0.0,1.0
airports,0.0,2.0
confiscating,0.0,1.0
grispin,0.0,1.0
'gary,0.0,1.0
footage',0.0,1.0
nyaako,0.0,3.0
gretal,0.0,1.0
memama,0.0,1.0
warters',0.0,1.0
omigod,0.0,1.0
'shots,0.0,1.0
tilse,0.0,1.0
bustin,0.0,1.0
bashki's,0.0,1.0
sharpton,0.0,1.0
rageddy,0.0,1.0
palate,0.0,1.0
colder,0.0,1.0
redesigned,0.0,1.0
slimmed,0.0,1.0
hatter,0.0,1.0
'vela',0.0,1.0
rda,0.0,1.0
'jack',0.0,1.0
'farscape',0.0,1.0
ariszted,0.0,1.0
durbin's,0.0,1.0
sparky,0.0,1.0
hesitates,0.0,1.0
slugging,0.0,1.0
felonies,0.0,1.0
mopery,0.0,1.0
rubric,0.0,1.0
macpherson,0.0,1.0
riposte,0.0,2.0
cab's,0.0,1.0
tully's,0.0,1.0
kochak,0.0,4.0
inoculated,0.0,1.0
poldi,0.0,5.0
underpaid,0.0,1.0
onerous,0.0,1.0
palance's,0.0,1.0
misjudges,0.0,1.0
kochak's,0.0,1.0
foote,0.0,1.0
bountiful,0.0,1.0
toyomichi,0.0,1.0
kurita,0.0,1.0
macdowell's,0.0,1.0
unpractical,0.0,1.0
kershner,0.0,1.0
ted',0.0,1.0
linehan's,0.0,1.0
purbs,0.0,1.0
smith',0.0,1.0
wolfie,0.0,1.0
'hippy,0.0,1.0
gorris',0.0,1.0
dignifies,0.0,1.0
valentinov's,0.0,1.0
reciprocated,0.0,1.0
bernstein's,0.0,2.0
desica,0.0,1.0
colby's,0.0,1.0
conquerer,0.0,2.0
kraatz,0.0,1.0
colors',0.0,1.0
beginning',0.0,1.0
'recalling',0.0,1.0
'care,0.0,1.0
lot',0.0,1.0
'pokemon,0.0,1.0
fridays,0.0,2.0
baretta,0.0,1.0
kramden,0.0,1.0
caroll,0.0,1.0
o'connor,0.0,1.0
typewriters,0.0,1.0
teletypes,0.0,1.0
mcgarten,0.0,1.0
cormack,0.0,2.0
desireless,0.0,1.0
chrissy's,0.0,2.0
proudest,0.0,1.0
matriach,0.0,1.0
wellingtonian,0.0,1.0
dunns,0.0,1.0
akerston,0.0,1.0
wiata,0.0,1.0
blackberry,0.0,1.0
sorbet,0.0,1.0
desparate,0.0,1.0
balme,0.0,1.0
lyn,0.0,2.0
dorday,0.0,1.0
tooltime,0.0,1.0
fuelling,0.0,1.0
bun,0.0,1.0
astronomical,0.0,1.0
kingsford,0.0,2.0
devises,0.0,1.0
unfortuneatly,0.0,1.0
benet's,0.0,1.0
maladies,0.0,1.0
evaluating,0.0,1.0
paramours,0.0,1.0
stereophonics,0.0,1.0
vincenzio,0.0,1.0
hewlitt,0.0,1.0
agency's,0.0,1.0
minutest,0.0,1.0
thirtysomethings,0.0,1.0
moloney,0.0,2.0
svu,0.0,1.0
thea,0.0,2.0
souler,0.0,1.0
gordious,0.0,1.0
normalos,0.0,1.0
crispian,0.0,1.0
allif,0.0,1.0
midsomer,0.0,1.0
marple,0.0,1.0
patrik,0.0,1.0
frayze,0.0,1.0
gogool,0.0,1.0
dementing,0.0,1.0
reserves,0.0,1.0
catatonia,0.0,1.0
bloodedness,0.0,1.0
locke's,0.0,1.0
slayings,0.0,1.0
jonni,0.0,2.0
filmscore,0.0,1.0
pluckings,0.0,1.0
recertified,0.0,1.0
derated,0.0,1.0
unalloyed,0.0,2.0
intonation,0.0,3.0
mariner's,0.0,1.0
albatross,0.0,1.0
dasilva,0.0,1.0
lny,0.0,1.0
sandbox,0.0,1.0
compartmentalized,0.0,1.0
leeway,0.0,1.0
serendipitous,0.0,2.0
craftily,0.0,1.0
geographies,0.0,1.0
irrfan,0.0,2.0
balsmeyer,0.0,1.0
sawasdee,0.0,1.0
demeans,0.0,1.0
inequities,0.0,1.0
paredes',0.0,1.0
iberian,0.0,1.0
peninsular,0.0,1.0
adiego,0.0,1.0
rquez,0.0,2.0
ripstein,0.0,1.0
concerted,0.0,1.0
coronel,0.0,3.0
brendan's,0.0,7.0
plundering,0.0,1.0
encroaching,0.0,1.0
norsemen,0.0,1.0
disregards,0.0,1.0
illumination,0.0,2.0
ouroboros,0.0,1.0
aidan's,0.0,1.0
metamorphically,0.0,1.0
numinous,0.0,1.0
nations',0.0,2.0
illuminators,0.0,1.0
rogues',0.0,1.0
individuated,0.0,1.0
quintessentially,0.0,1.0
dictum,0.0,1.0
tarkovsky's,0.0,1.0
rublev,0.0,2.0
exhilaration,0.0,1.0
zeroni's,0.0,1.0
hmmmmmmmmm,0.0,1.0
counseler,0.0,1.0
spoonfuls,0.0,1.0
jockey's,0.0,1.0
edwrad,0.0,1.0
toads,0.0,1.0
briss,0.0,1.0
chinnery,0.0,1.0
tipps,0.0,1.0
plastics,0.0,1.0
mucci,0.0,1.0
appraisal,0.0,2.0
jafri's,0.0,1.0
puerility,0.0,1.0
halloweed,0.0,1.0
barky,0.0,1.0
dispels,0.0,1.0
fertilization,0.0,1.0
bittorrent,0.0,1.0
downloaders,0.0,1.0
keepers,0.0,1.0
healers,0.0,1.0
unbound,0.0,1.0
erikssons,0.0,1.0
andreas,0.0,1.0
marschall,0.0,1.0
balaun,0.0,1.0
chilcot,0.0,1.0
healer,0.0,4.0
harvery,0.0,1.0
rizwan,0.0,1.0
abbasi,0.0,1.0
followes,0.0,1.0
vilifies,0.0,1.0
xyx,0.0,1.0
uvw,0.0,1.0
waynes',0.0,1.0
reshovsky,0.0,1.0
carhart,0.0,1.0
shor,0.0,1.0
walshs',0.0,1.0
partirdge,0.0,1.0
softball,0.0,1.0
malleable,0.0,1.0
doorways,0.0,1.0
broccoli,0.0,1.0
sulley,0.0,1.0
ironed,0.0,1.0
flocking,0.0,2.0
refs,0.0,1.0
sprawls,0.0,1.0
kendrick,0.0,1.0
mnm,0.0,2.0
hardys,0.0,2.0
powerbombed,0.0,1.0
unbuckles,0.0,1.0
miz's,0.0,1.0
helms',0.0,1.0
hearse's,0.0,2.0
technicality,0.0,1.0
scepter,0.0,1.0
stfu,0.0,1.0
catchers,0.0,1.0
favorit,0.0,1.0
aniversy,0.0,2.0
poppens,0.0,1.0
rackets,0.0,2.0
meistersinger,0.0,1.0
libretto,0.0,1.0
unconverted,0.0,1.0
rw's,0.0,1.0
engelbert,0.0,1.0
humperdinck,0.0,1.0
wolfgang's,0.0,1.0
ein,0.0,1.0
aus,0.0,1.0
krick,0.0,1.0
gurnemanz,0.0,1.0
kna's,0.0,1.0
wagnerites,0.0,1.0
waz,0.0,1.0
isvery,0.0,1.0
albertson,0.0,1.0
burns's,0.0,1.0
buttresses,0.0,1.0
tracheotomy,0.0,1.0
nancy'd,0.0,1.0
fingerprinting,0.0,1.0
magnifying,0.0,1.0
thierot's,0.0,2.0
nickerson,0.0,1.0
o'hanlon,0.0,1.0
flitty,0.0,1.0
panabaker,0.0,1.0
jemison,0.0,1.0
drews',0.0,1.0
sall's,0.0,1.0
teenybopper,0.0,1.0
'betcha,0.0,1.0
neva',0.0,1.0
'chase,0.0,1.0
oar,0.0,1.0
slotted,0.0,1.0
lindseys,0.0,1.0
hesterical,0.0,1.0
idolise,0.0,1.0
swatch,0.0,6.0
outlaw's,0.0,2.0
rectangular,0.0,1.0
naugahyde,0.0,1.0
bookman,0.0,1.0
gosselaar,0.0,1.0
paleographic,0.0,1.0
amine,0.0,1.0
thatwasjunk,0.0,1.0
misinformative,0.0,1.0
outbid,0.0,1.0
sugared,0.0,1.0
aeddie,0.0,1.0
stitchin',0.0,1.0
eightball,0.0,1.0
clowes,0.0,1.0
plutocrats,0.0,1.0
asco,0.0,1.0
supermen,0.0,1.0
'nazis',0.0,1.0
molemen,0.0,1.0
redundantly,0.0,1.0
geeeeeetttttttt,0.0,1.0
itttttttt,0.0,1.0
formidably,0.0,1.0
limpid,0.0,1.0
kinzer,0.0,1.0
'overthrow',0.0,1.0
'sowing,0.0,1.0
augustine,0.0,1.0
inconsolable,0.0,1.0
waste'em,0.0,1.0
metallers,0.0,1.0
metaller,0.0,1.0
banged,0.0,2.0
feebles,0.0,1.0
puf,0.0,1.0
duffel's,0.0,2.0
stockbroker,0.0,1.0
unreachable,0.0,2.0
hazels,0.0,1.0
eastenders,0.0,1.0
mochanian,0.0,1.0
hardcastle,0.0,1.0
cannell's,0.0,1.0
predominating,0.0,1.0
elaboration,0.0,1.0
rainer's,0.0,2.0
softens,0.0,1.0
lung's,0.0,1.0
devastates,0.0,1.0
hod,0.0,1.0
bunked,0.0,1.0
entrenchments,0.0,1.0
hourly,0.0,1.0
handiwork,0.0,1.0
weverka,0.0,1.0
concatenation,0.0,1.0
salva,0.0,6.0
bigardo,0.0,2.0
panhandling,0.0,1.0
espe,0.0,1.0
candela,0.0,1.0
pena,0.0,1.0
villedo,0.0,1.0
gimenez,0.0,1.0
cacho,0.0,1.0
francescoantonio,0.0,1.0
warecki,0.0,1.0
wilhelm's,0.0,2.0
marja,0.0,1.0
denounces,0.0,1.0
janina,0.0,1.0
marja's,0.0,1.0
landowners,0.0,1.0
clansmen,0.0,1.0
entrusts,0.0,1.0
archibald,0.0,5.0
killearn,0.0,3.0
argyle,0.0,1.0
jacobite,0.0,1.0
leeson,0.0,1.0
kilted,0.0,1.0
neeson's,0.0,1.0
ravish,0.0,1.0
rob's,0.0,1.0
kinsman,0.0,1.0
grimms,0.0,1.0
woodcuts,0.0,1.0
nebraskan,0.0,1.0
commending,0.0,1.0
sayeth,0.0,1.0
taupin,0.0,1.0
mindfu,0.0,1.0
wonderbook,0.0,1.0
erikkson,0.0,3.0
banishing,0.0,1.0
exorcised,0.0,1.0
devi,0.0,1.0
quack,0.0,1.0
expels,0.0,1.0
cuticle,0.0,1.0
flaying,0.0,1.0
loooooooove,0.0,1.0
diabetic,0.0,1.0
dbd,0.0,3.0
purveys,0.0,1.0
urbanscapes,0.0,1.0
mongkok,0.0,1.0
cambodia's,0.0,1.0
suet,0.0,1.0
quotient,0.0,3.0
iii's,0.0,1.0
dbd's,0.0,1.0
pei's,0.0,1.0
soi's,0.0,1.0
portfolio,0.0,1.0
eason,0.0,1.0
shrugging,0.0,1.0
amounting,0.0,1.0
pterodactyls,0.0,1.0
beastmaster,0.0,1.0
blackstar,0.0,1.0
rotoscope,0.0,3.0
'performances',0.0,1.0
kiddos,0.0,1.0
wheedon,0.0,1.0
finese,0.0,1.0
katana's,0.0,1.0
heiki's,0.0,1.0
genji's,0.0,1.0
shinto,0.0,1.0
yearnings,0.0,2.0
rhythmic,0.0,2.0
ring's,0.0,1.0
watchword,0.0,1.0
numan,0.0,1.0
rodman,0.0,1.0
fender's,0.0,1.0
neul,0.0,1.0
opaeras,0.0,1.0
iambic,0.0,1.0
pentameter,0.0,1.0
evilness,0.0,2.0
decarlo's,0.0,2.0
prussian,0.0,1.0
screwier,0.0,1.0
salome,0.0,4.0
montez,0.0,2.0
prussia,0.0,1.0
cleve,0.0,1.0
sensuousness,0.0,1.0
venality,0.0,1.0
meerkat,0.0,1.0
warthog,0.0,1.0
ugly',0.0,1.0
wart,0.0,1.0
shrekification,0.0,1.0
practicalities,0.0,1.0
airlifted,0.0,1.0
sunroof,0.0,1.0
holdall,0.0,1.0
velocity,0.0,1.0
'dogma',0.0,1.0
end',0.0,1.0
mayble,0.0,1.0
'watcher',0.0,1.0
slajps,0.0,1.0
hillyer's,0.0,6.0
beneficence,0.0,1.0
unfortunatly,0.0,1.0
mears,0.0,2.0
hesteria,0.0,1.0
euphoria,0.0,1.0
charterers,0.0,1.0
cyajim,0.0,1.0
ruefully,0.0,1.0
thumbnail,0.0,1.0
nakedly,0.0,1.0
boarders,0.0,1.0
midsts,0.0,1.0
blonder,0.0,3.0
gorey,0.0,1.0
adhering,0.0,1.0
whigham,0.0,1.0
'gandhi,0.0,1.0
fatherthe,0.0,1.0
zariwala,0.0,1.0
weeps,0.0,1.0
mahatama,0.0,1.0
hassan's,0.0,1.0
hallorann,0.0,1.0
bloodbaths,0.0,1.0
analysts,0.0,1.0
indelibly,0.0,1.0
omen's,0.0,1.0
osment,0.0,1.0
irvine,0.0,1.0
nichlolson's,0.0,1.0
skeptiscism,0.0,1.0
sexuals,0.0,1.0
killshot,0.0,1.0
repackaging,0.0,1.0
masayuki,0.0,1.0
suo,0.0,4.0
shiko,0.0,2.0
funjatta,0.0,2.0
naoto,0.0,2.0
takenaka,0.0,3.0
unerringly,0.0,1.0
extense,0.0,1.0
wranglers,0.0,1.0
ediths,0.0,1.0
bickered,0.0,1.0
prc,0.0,1.0
'reanimated,0.0,1.0
connelly's,0.0,1.0
bub,0.0,1.0
tarman,0.0,1.0
yin's,0.0,1.0
cbe,0.0,1.0
eikenberry's,0.0,1.0
liza's,0.0,1.0
ofcorse,0.0,1.0
tappin',0.0,1.0
kidd's,0.0,2.0
spaniel,0.0,2.0
bedwetting,0.0,1.0
topnotch,0.0,1.0
stanwyk,0.0,1.0
stanwyk's,0.0,1.0
midler's,0.0,2.0
alvarado,0.0,2.0
'speed,0.0,1.0
demon',0.0,1.0
alone',0.0,1.0
big',0.0,1.0
'drugs',0.0,1.0
'smooth,0.0,1.0
criminal',0.0,1.0
morone,0.0,1.0
crewson,0.0,1.0
thomson,0.0,1.0
bissonnette,0.0,3.0
'listless',0.0,1.0
'combusts',0.0,1.0
wholovesthesun,0.0,1.0
mccaughan,0.0,1.0
portastatic,0.0,1.0
stopkewich's,0.0,1.0
'kissed',0.0,1.0
ox,0.0,1.0
insteresting,0.0,1.0
jehovah's,0.0,3.0
hemolytic,0.0,1.0
transfusions,0.0,2.0
pathogens,0.0,2.0
transfused,0.0,1.0
abstain,0.0,1.0
straithern,0.0,1.0
omens,0.0,2.0
guptil,0.0,1.0
raunchily,0.0,1.0
libe,0.0,1.0
buddhas,0.0,1.0
gaspy,0.0,1.0
marring,0.0,1.0
tachiguishi,0.0,6.0
quirkier,0.0,1.0
otaku,0.0,1.0
upholding,0.0,1.0
nipponjin,0.0,1.0
superlivemation,0.0,1.0
higuchi,0.0,1.0
kenji,0.0,1.0
kawai,0.0,1.0
complementing,0.0,1.0
unmoved,0.0,2.0
fewest,0.0,1.0
rickles,0.0,1.0
teapot,0.0,1.0
'brella,0.0,1.0
sheeks,0.0,1.0
fatcheek,0.0,1.0
hoky,0.0,1.0
babylonian,0.0,1.0
scarsely,0.0,1.0
yoshiyuki,0.0,1.0
kuroda,0.0,1.0
daimajin,0.0,1.0
majin,0.0,1.0
izoo,0.0,1.0
arrrrrggghhhhhh,0.0,1.0
catiii,0.0,8.0
yau's,0.0,1.0
tau,0.0,1.0
animalistic,0.0,1.0
classicks,0.0,1.0
bludgeons,0.0,1.0
deletion,0.0,1.0
augh,0.0,1.0
should't,0.0,1.0
iridescent,0.0,1.0
clit,0.0,1.0
tollinger,0.0,2.0
genn,0.0,1.0
baronland's,0.0,1.0
lupton,0.0,1.0
cartels,0.0,1.0
marshal's,0.0,1.0
pacifier,0.0,1.0
spartacus,0.0,1.0
garmes,0.0,1.0
'five,0.0,2.0
'prime,0.0,1.0
suspect',0.0,1.0
unfavourable,0.0,1.0
khoury,0.0,2.0
jordanian,0.0,2.0
broinowski,0.0,4.0
brionowski,0.0,1.0
aff,0.0,1.0
cyclone,0.0,1.0
humorist,0.0,1.0
fidgeting,0.0,1.0
transgenered,0.0,1.0
strode's,0.0,1.0
precode,0.0,3.0
dingy,0.0,1.0
erie,0.0,1.0
road's,0.0,1.0
corrals,0.0,1.0
securities,0.0,1.0
annabelle's,0.0,1.0
critics',0.0,1.0
abhor,0.0,1.0
maserati,0.0,1.0
'antigone',0.0,1.0
'story,0.0,1.0
braggart,0.0,1.0
plaque,0.0,1.0
prophess,0.0,1.0
lagos,0.0,1.0
djakarta,0.0,1.0
janeiro,0.0,1.0
mongolia,0.0,1.0
decrease,0.0,1.0
aznar,0.0,1.0
rejectable,0.0,1.0
gearing,0.0,1.0
shrouding,0.0,1.0
multilateral,0.0,1.0
'those,0.0,1.0
races',0.0,1.0
coahuila,0.0,1.0
zacatecas,0.0,1.0
potosi,0.0,1.0
sedona,0.0,1.0
msmyth's,0.0,1.0
marquz,0.0,1.0
sence,0.0,1.0
throat',0.0,1.0
ellens,0.0,1.0
abducting,0.0,1.0
nitpicks,0.0,2.0
harvesting,0.0,1.0
danvers',0.0,1.0
jeu,0.0,1.0
belphegor,0.0,1.0
sinais,0.0,1.0
rotoscopic,0.0,1.0
lushious,0.0,2.0
apoligize,0.0,1.0
manone,0.0,1.0
numskulls,0.0,1.0
littlehammer,0.0,1.0
statesjust,0.0,1.0
causestarring,0.0,1.0
convoked,0.0,1.0
flordia,0.0,1.0
vilifyied,0.0,1.0
villainously,0.0,1.0
swimmingly,0.0,1.0
divulges,0.0,1.0
shriver's,0.0,1.0
hazed,0.0,1.0
watchably,0.0,1.0
capeshaw,0.0,1.0
intimacies,0.0,1.0
verdicts,0.0,1.0
mcnaughton,0.0,1.0
particularities,0.0,1.0
psychoses,0.0,1.0
fluidic,0.0,1.0
hypocritically,0.0,1.0
'huh,0.0,1.0
neat',0.0,1.0
'meh',0.0,1.0
onyx,0.0,1.0
'technical,0.0,1.0
lingo',0.0,1.0
futurescape,0.0,1.0
'avalon',0.0,1.0
illona's,0.0,1.0
'renassaince',0.0,1.0
angel',0.0,1.0
aielo,0.0,1.0
bouvier,0.0,3.0
beale,0.0,1.0
jacquelyn,0.0,1.0
onasis,0.0,1.0
lambastes,0.0,1.0
flaring,0.0,1.0
flatiron,0.0,1.0
'moviefreak',0.0,1.0
cinephile,0.0,1.0
psychosexual,0.0,1.0
unflagging,0.0,1.0
dissertations,0.0,1.0
rade,0.0,1.0
serbedzija,0.0,1.0
sibilant,0.0,1.0
clips',0.0,1.0
kyles,0.0,1.0
worls,0.0,1.0
worsel,0.0,1.0
tijuco,0.0,2.0
commender,0.0,4.0
commender's,0.0,1.0
slake,0.0,1.0
joao,0.0,1.0
fernandes,0.0,1.0
xica's,0.0,1.0
outracing,0.0,1.0
jodie's,0.0,1.0
recordable,0.0,1.0
whiteflokati,0.0,1.0
hotmail,0.0,1.0
gangfights,0.0,1.0
shiu,0.0,1.0
fil,0.0,1.0
motorists,0.0,1.0
faust's,0.0,1.0
dribbles,0.0,1.0
tablecloth,0.0,1.0
fibres,0.0,1.0
clasping,0.0,1.0
cradles,0.0,2.0
manuccie,0.0,2.0
'end',0.0,1.0
dryer,0.0,1.0
divergent,0.0,1.0
blanks',0.0,1.0
catalyzing,0.0,1.0
spivs,0.0,1.0
blackmarket,0.0,1.0
sisterly,0.0,1.0
swedes,0.0,1.0
tumbles,0.0,1.0
grille,0.0,2.0
temptingly,0.0,1.0
quietus,0.0,1.0
keller's,0.0,1.0
apprised,0.0,1.0
afternoon's,0.0,1.0
classrooms,0.0,1.0
lunchrooms,0.0,1.0
notations,0.0,1.0
psychedelicrazies,0.0,1.0
ferula's,0.0,1.0
klever,0.0,1.0
persistently,0.0,1.0
bart's,0.0,1.0
interventions,0.0,1.0
mutable,0.0,1.0
illusion',0.0,1.0
bowers,0.0,2.0
hollywwod,0.0,1.0
monas,0.0,1.0
jonesie,0.0,1.0
benward,0.0,1.0
materially,0.0,1.0
humblest,0.0,1.0
geological,0.0,2.0
ospenskya,0.0,1.0
apple's,0.0,1.0
chiara,0.0,1.0
zanni,0.0,1.0
daly's,0.0,1.0
shriners,0.0,1.0
somthing,0.0,1.0
kevorkian,0.0,1.0
tautly,0.0,1.0
monkey's,0.0,1.0
rivalling,0.0,1.0
veering,0.0,1.0
'religion,0.0,1.0
'gilliam's,0.0,1.0
amoung,0.0,1.0
commitee,0.0,1.0
beegees,0.0,1.0
memoriam,0.0,1.0
undeservingly,0.0,1.0
secor,0.0,1.0
fontana,0.0,1.0
overmeyer,0.0,1.0
yoshimura,0.0,1.0
cooperative,0.0,2.0
mccartney's,0.0,1.0
cuzak,0.0,1.0
campaigners,0.0,1.0
blackbird,0.0,1.0
overnite,0.0,1.0
honkytonks,0.0,1.0
satnitefever,0.0,1.0
tilton,0.0,1.0
greaser,0.0,2.0
envied,0.0,1.0
pressberger,0.0,2.0
reade,0.0,1.0
cardiff,0.0,1.0
elefant,0.0,1.0
executors,0.0,1.0
usable,0.0,1.0
'traveling',0.0,1.0
ecosystems,0.0,1.0
atlantis',0.0,1.0
mole's,0.0,1.0
atlanteans,0.0,1.0
gallico's,0.0,4.0
prentiss,0.0,1.0
overshooting,0.0,1.0
classiest,0.0,1.0
coaxed,0.0,1.0
planetoids,0.0,1.0
gobbler,0.0,2.0
entrepreneurial,0.0,1.0
northwestern,0.0,1.0
disagreeable,0.0,1.0
foreman's,0.0,1.0
galvatron,0.0,1.0
autobots,0.0,1.0
razors,0.0,1.0
bobo,0.0,1.0
ning,0.0,2.0
qian,0.0,2.0
'macbeth',0.0,1.0
'lucky,0.0,1.0
delphy,0.0,1.0
pimlico,0.0,5.0
unexploded,0.0,1.0
burgundy,0.0,2.0
special's,0.0,1.0
bergdorf,0.0,3.0
bullfighter,0.0,1.0
paperboy,0.0,2.0
brice,0.0,3.0
bombardiers,0.0,1.0
nitpickers,0.0,1.0
cimmerian,0.0,1.0
andromeda,0.0,1.0
colton's,0.0,1.0
luogis,0.0,1.0
arabella,0.0,1.0
amicus',0.0,2.0
doo's,0.0,1.0
impeded,0.0,1.0
wryly,0.0,1.0
whistlestop,0.0,1.0
tingled,0.0,1.0
polystyrene,0.0,1.0
pervasively,0.0,1.0
cameoing,0.0,1.0
grumpiest,0.0,1.0
chaplins,0.0,1.0
edwardian,0.0,2.0
coastline,0.0,1.0
dunkirk,0.0,1.0
rawlins,0.0,2.0
auxiliaries,0.0,1.0
atchison,0.0,1.0
topeka,0.0,1.0
burnside,0.0,1.0
ericson,0.0,1.0
scrimmages,0.0,1.0
dod,0.0,1.0
annihilator,0.0,1.0
camo,0.0,1.0
trinna,0.0,2.0
zoomed,0.0,1.0
loretta's,0.0,1.0
hooverville,0.0,1.0
madam,0.0,1.0
laurentis,0.0,1.0
doktor,0.0,10.0
kitchener,0.0,1.0
offensives,0.0,1.0
curtiz',0.0,1.0
ii'll,0.0,1.0
pro's,0.0,1.0
crunching,0.0,1.0
hugh's,0.0,1.0
whuppin',0.0,1.0
puppetmaster,0.0,1.0
impelled,0.0,2.0
tyrannus,0.0,3.0
videozone,0.0,1.0
meghna,0.0,1.0
touts,0.0,1.0
poster's,0.0,1.0
sutdying,0.0,1.0
stettner's,0.0,1.0
alterior,0.0,1.0
vachtangi,0.0,1.0
kote,0.0,1.0
daoshvili,0.0,1.0
germogel,0.0,1.0
ipolite,0.0,1.0
xvichia,0.0,1.0
sergo,0.0,1.0
zakariadze,0.0,1.0
sofiko,0.0,1.0
chiaureli,0.0,1.0
verikoan,0.0,1.0
djafaridze,0.0,1.0
sesilia,0.0,1.0
takaishvili,0.0,1.0
abashidze,0.0,1.0
evgeni,0.0,1.0
leonov,0.0,1.0
danelia,0.0,1.0
restitution,0.0,1.0
caruso's,0.0,1.0
leveling,0.0,1.0
baseless,0.0,1.0
parris,0.0,1.0
court's,0.0,1.0
pertaining,0.0,1.0
accusing,0.0,1.0
loreen,0.0,1.0
accost,0.0,1.0
sigfried,0.0,1.0
sandcastles,0.0,1.0
empathized,0.0,1.0
unrooted,0.0,1.0
riedelsheimer's,0.0,1.0
whither,0.0,1.0
cairns,0.0,1.0
chagrined,0.0,1.0
'dig,0.0,2.0
tunnel',0.0,2.0
pumba's,0.0,1.0
pincher,0.0,1.0
'bushwhackers',0.0,1.0
jelled,0.0,1.0
mcchesney,0.0,2.0
ballentine,0.0,2.0
alerts,0.0,1.0
'u',0.0,2.0
cafe's,0.0,1.0
faschist,0.0,1.0
surpressors,0.0,1.0
bigg's,0.0,1.0
fando,0.0,1.0
lis,0.0,1.0
avantegardistic,0.0,1.0
rightwing,0.0,1.0
evildoer,0.0,1.0
solver,0.0,1.0
best',0.0,1.0
bronze',0.0,1.0
grovel,0.0,1.0
rovner,0.0,1.0
kuala,0.0,1.0
lumpur,0.0,1.0
assigns,0.0,2.0
champion's,0.0,1.0
stopwatch,0.0,1.0
laserlight,0.0,1.0
tattoe,0.0,1.0
shriveled,0.0,1.0
repute,0.0,1.0
goalposts,0.0,1.0
junctures,0.0,1.0
buffeting,0.0,1.0
chandulal,0.0,1.0
dalal,0.0,1.0
nilamben,0.0,1.0
parekh,0.0,1.0
derelict,0.0,1.0
sion,0.0,1.0
bapu,0.0,1.0
laundered,0.0,1.0
buffeted,0.0,1.0
paves,0.0,1.0
girish,0.0,1.0
karnad's,0.0,1.0
tughlaq,0.0,1.0
rubei,0.0,1.0
aames,0.0,2.0
jerkingly,0.0,1.0
collegiates,0.0,1.0
reaks,0.0,1.0
glickenhaus,0.0,1.0
buffet,0.0,1.0
froid,0.0,1.0
condescended,0.0,1.0
provocations,0.0,1.0
binder's,0.0,1.0
sendback,0.0,1.0
unfastened,0.0,1.0
blankman,0.0,1.0
tawnyteel,0.0,1.0
retract,0.0,1.0
answer',0.0,1.0
showstopper,0.0,1.0
defininitive,0.0,1.0
blockade,0.0,1.0
enslaves,0.0,1.0
sowed,0.0,1.0
'cradle,0.0,1.0
civilisation',0.0,1.0
mahiro,0.0,1.0
maeda,0.0,1.0
hui,0.0,1.0
'hsiao,0.0,1.0
hou',0.0,1.0
citroen,0.0,1.0
picnicking,0.0,1.0
bordeaux,0.0,1.0
carribbean,0.0,1.0
gendered,0.0,1.0
extremeley,0.0,1.0
allying,0.0,1.0
disarmingly,0.0,1.0
dialongs,0.0,1.0
appiness,0.0,1.0
verry,0.0,2.0
'rival,0.0,1.0
reinstated,0.0,1.0
zak's,0.0,1.0
scarlatina,0.0,1.0
torchy,0.0,1.0
ziegfield,0.0,1.0
brice's,0.0,1.0
state',0.0,1.0
government',0.0,1.0
baddy,0.0,1.0
hutchison,0.0,1.0
pastorelli,0.0,1.0
sportsman,0.0,1.0
flirtatiousness,0.0,1.0
maliciousness,0.0,1.0
dilatory,0.0,1.0
creditor,0.0,2.0
apoplectic,0.0,1.0
lender,0.0,1.0
weberian,0.0,1.0
micawbers,0.0,1.0
peccadillo,0.0,1.0
overtone,0.0,1.0
kevnjeff,0.0,1.0
paxtons,0.0,1.0
'offside',0.0,2.0
'inferior',0.0,1.0
'iran',0.0,1.0
'football',0.0,1.0
cup',0.0,1.0
'victory',0.0,1.0
'defeat',0.0,1.0
'enemy',0.0,1.0
'lagaan',0.0,1.0
similalry,0.0,1.0
state's,0.0,3.0
'may',0.0,2.0
'attacker',0.0,1.0
womens',0.0,1.0
'got,0.0,1.0
shostakovich,0.0,1.0
philharmonic,0.0,1.0
tower's,0.0,1.0
desplat,0.0,2.0
nuovo,0.0,1.0
delerue,0.0,1.0
antonia's,0.0,1.0
lovingness,0.0,1.0
desplat's,0.0,1.0
brielfy,0.0,1.0
theorize,0.0,1.0
exerts,0.0,1.0
depriving,0.0,1.0
attainable,0.0,1.0
terminator',0.0,1.0
table',0.0,1.0
'movie,0.0,1.0
stuff',0.0,1.0
augments,0.0,1.0
boricuas,0.0,1.0
invisibly,0.0,1.0
slovenian,0.0,5.0
ekspres,0.0,4.0
